strategy,model,question_index,metric,score
strategy-2,llama-3.3-70b-versatile,6,dice_token,0.8695652173913043
strategy-2,llama-3.3-70b-versatile,6,similarity_score,0.7127659574468085
strategy-2,llama-3.3-70b-versatile,6,sequence_matching,0.7127659574468085
strategy-2,llama-3.3-70b-versatile,6,jaccard,0.7692307692307693
strategy-2,llama-3.3-70b-versatile,6,cosine,0.7949537509361166
strategy-2,groq/compound-mini,6,dice_token,0.9166666666666666
strategy-2,groq/compound-mini,6,similarity_score,0.7982456140350878
strategy-2,groq/compound-mini,6,sequence_matching,0.868421052631579
strategy-2,groq/compound-mini,6,jaccard,0.8461538461538461
strategy-2,groq/compound-mini,6,cosine,0.9883720930232558
strategy-2,openai/gpt-oss-20b,7,dice_token,0.5384615384615384
strategy-2,openai/gpt-oss-20b,7,similarity_score,0.64
strategy-2,openai/gpt-oss-20b,7,sequence_matching,0.64
strategy-2,openai/gpt-oss-20b,7,jaccard,0.3684210526315789
strategy-2,openai/gpt-oss-20b,7,cosine,0.3572172541558801
strategy-2,moonshotai/kimi-k2-instruct-0905,7,dice_token,0.6363636363636364
strategy-2,moonshotai/kimi-k2-instruct-0905,7,similarity_score,0.7597765363128491
strategy-2,moonshotai/kimi-k2-instruct-0905,7,sequence_matching,0.7597765363128491
strategy-2,moonshotai/kimi-k2-instruct-0905,7,jaccard,0.4666666666666667
strategy-2,moonshotai/kimi-k2-instruct-0905,7,cosine,0.5051814855409226
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,7,dice_token,0.6666666666666666
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,7,similarity_score,0.8242424242424242
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,7,sequence_matching,0.8242424242424242
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,7,jaccard,0.5
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,7,cosine,0.521749194749951
strategy-2,llama-3.3-70b-versatile,7,dice_token,0.6666666666666666
strategy-2,llama-3.3-70b-versatile,7,similarity_score,0.8242424242424242
strategy-2,llama-3.3-70b-versatile,7,sequence_matching,0.8242424242424242
strategy-2,llama-3.3-70b-versatile,7,jaccard,0.5
strategy-2,llama-3.3-70b-versatile,7,cosine,0.521749194749951
strategy-2,groq/compound-mini,7,dice_token,0.6363636363636364
strategy-2,groq/compound-mini,7,similarity_score,0.7906976744186046
strategy-2,groq/compound-mini,7,sequence_matching,0.7906976744186046
strategy-2,groq/compound-mini,7,jaccard,0.4666666666666667
strategy-2,groq/compound-mini,7,cosine,0.44095855184409843
strategy-3,openai/gpt-oss-20b,0,dice_token,0.8
strategy-3,openai/gpt-oss-20b,0,similarity_score,0.6883468834688347
strategy-3,openai/gpt-oss-20b,0,sequence_matching,0.6883468834688347
strategy-3,openai/gpt-oss-20b,0,jaccard,0.6666666666666666
strategy-3,openai/gpt-oss-20b,0,cosine,0.7643025682552587
strategy-3,moonshotai/kimi-k2-instruct-0905,0,dice_token,0.8
strategy-3,moonshotai/kimi-k2-instruct-0905,0,similarity_score,0.6883468834688347
strategy-3,moonshotai/kimi-k2-instruct-0905,0,sequence_matching,0.6883468834688347
strategy-3,moonshotai/kimi-k2-instruct-0905,0,jaccard,0.6666666666666666
strategy-3,moonshotai/kimi-k2-instruct-0905,0,cosine,0.7643025682552587
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,0,dice_token,0.6666666666666666
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,0,similarity_score,0.6428571428571429
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,0,sequence_matching,0.6703296703296703
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,0,jaccard,0.5
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,0,cosine,0.7628618458276584
strategy-3,llama-3.3-70b-versatile,0,dice_token,0.8
strategy-3,llama-3.3-70b-versatile,0,similarity_score,0.6883468834688347
strategy-3,llama-3.3-70b-versatile,0,sequence_matching,0.6883468834688347
strategy-3,llama-3.3-70b-versatile,0,jaccard,0.6666666666666666
strategy-3,llama-3.3-70b-versatile,0,cosine,0.7643025682552587
strategy-3,groq/compound-mini,0,dice_token,0.8
strategy-3,groq/compound-mini,0,similarity_score,0.6883468834688347
strategy-3,groq/compound-mini,0,sequence_matching,0.6883468834688347
strategy-3,groq/compound-mini,0,jaccard,0.6666666666666666
strategy-3,groq/compound-mini,0,cosine,0.7643025682552587
strategy-3,openai/gpt-oss-20b,1,dice_token,0.8717948717948718
strategy-3,openai/gpt-oss-20b,1,similarity_score,0.8803827751196173
strategy-3,openai/gpt-oss-20b,1,sequence_matching,0.8851674641148325
strategy-3,openai/gpt-oss-20b,1,jaccard,0.7727272727272727
strategy-3,openai/gpt-oss-20b,1,cosine,0.8512681917272461
strategy-3,moonshotai/kimi-k2-instruct-0905,1,dice_token,0.8205128205128205
strategy-3,moonshotai/kimi-k2-instruct-0905,1,similarity_score,0.5839793281653747
strategy-3,moonshotai/kimi-k2-instruct-0905,1,sequence_matching,0.6304909560723514
strategy-3,moonshotai/kimi-k2-instruct-0905,1,jaccard,0.6956521739130435
strategy-3,moonshotai/kimi-k2-instruct-0905,1,cosine,0.8142565312173657
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,1,dice_token,0.8648648648648649
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,1,similarity_score,0.5763688760806917
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,1,sequence_matching,0.5878962536023055
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,1,jaccard,0.7619047619047619
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,1,cosine,0.7772448707074855
strategy-3,llama-3.3-70b-versatile,1,dice_token,0.8648648648648649
strategy-3,llama-3.3-70b-versatile,1,similarity_score,0.6106442577030813
strategy-3,llama-3.3-70b-versatile,1,sequence_matching,0.6218487394957983
strategy-3,llama-3.3-70b-versatile,1,jaccard,0.7619047619047619
strategy-3,llama-3.3-70b-versatile,1,cosine,0.7853387351699056
strategy-3,groq/compound-mini,1,dice_token,0.8421052631578947
strategy-3,groq/compound-mini,1,similarity_score,0.6683417085427136
strategy-3,groq/compound-mini,1,sequence_matching,0.6683417085427136
strategy-3,groq/compound-mini,1,jaccard,0.7272727272727273
strategy-3,groq/compound-mini,1,cosine,0.8355926202295891
strategy-3,openai/gpt-oss-20b,2,dice_token,0.85
strategy-3,openai/gpt-oss-20b,2,similarity_score,0.7576470588235295
strategy-3,openai/gpt-oss-20b,2,sequence_matching,0.7576470588235295
strategy-3,openai/gpt-oss-20b,2,jaccard,0.7391304347826086
strategy-3,openai/gpt-oss-20b,2,cosine,0.7615119535265099
strategy-3,moonshotai/kimi-k2-instruct-0905,2,dice_token,0.85
strategy-3,moonshotai/kimi-k2-instruct-0905,2,similarity_score,0.7576470588235295
strategy-3,moonshotai/kimi-k2-instruct-0905,2,sequence_matching,0.7576470588235295
strategy-3,moonshotai/kimi-k2-instruct-0905,2,jaccard,0.7391304347826086
strategy-3,moonshotai/kimi-k2-instruct-0905,2,cosine,0.7615119535265099
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,2,dice_token,0.85
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,2,similarity_score,0.7576470588235295
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,2,sequence_matching,0.7576470588235295
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,2,jaccard,0.7391304347826086
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,2,cosine,0.7615119535265099
strategy-3,llama-3.3-70b-versatile,2,dice_token,0.85
strategy-3,llama-3.3-70b-versatile,2,similarity_score,0.7576470588235295
strategy-3,llama-3.3-70b-versatile,2,sequence_matching,0.7576470588235295
strategy-3,llama-3.3-70b-versatile,2,jaccard,0.7391304347826086
strategy-3,llama-3.3-70b-versatile,2,cosine,0.7615119535265099
strategy-3,groq/compound-mini,2,dice_token,0.85
strategy-3,groq/compound-mini,2,similarity_score,0.7576470588235295
strategy-3,groq/compound-mini,2,sequence_matching,0.7576470588235295
strategy-3,groq/compound-mini,2,jaccard,0.7391304347826086
strategy-3,groq/compound-mini,2,cosine,0.7615119535265099
strategy-3,openai/gpt-oss-20b,3,dice_token,0.6086956521739131
strategy-3,openai/gpt-oss-20b,3,similarity_score,0.2751677852348993
strategy-3,openai/gpt-oss-20b,3,sequence_matching,0.6241610738255033
strategy-3,openai/gpt-oss-20b,3,jaccard,0.4375
strategy-3,openai/gpt-oss-20b,3,cosine,0.6351664932296678
strategy-3,moonshotai/kimi-k2-instruct-0905,3,dice_token,0.6666666666666666
strategy-3,moonshotai/kimi-k2-instruct-0905,3,similarity_score,0.3882896764252696
strategy-3,moonshotai/kimi-k2-instruct-0905,3,sequence_matching,0.637904468412943
strategy-3,moonshotai/kimi-k2-instruct-0905,3,jaccard,0.5
strategy-3,moonshotai/kimi-k2-instruct-0905,3,cosine,0.546090509873024
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,3,dice_token,0.7058823529411765
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,3,similarity_score,0.3276661514683153
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,3,sequence_matching,0.6862442040185471
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,3,jaccard,0.5454545454545454
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,3,cosine,0.7177455920351844
strategy-3,llama-3.3-70b-versatile,3,dice_token,0.7083333333333334
strategy-3,llama-3.3-70b-versatile,3,similarity_score,0.37320574162679426
strategy-3,llama-3.3-70b-versatile,3,sequence_matching,0.6411483253588517
strategy-3,llama-3.3-70b-versatile,3,jaccard,0.5483870967741935
strategy-3,llama-3.3-70b-versatile,3,cosine,0.7225408731189187
strategy-3,groq/compound-mini,3,dice_token,0.6923076923076923
strategy-3,groq/compound-mini,3,similarity_score,0.31137724550898205
strategy-3,groq/compound-mini,3,sequence_matching,0.6646706586826348
strategy-3,groq/compound-mini,3,jaccard,0.5294117647058824
strategy-3,groq/compound-mini,3,cosine,0.7197326604240785
strategy-3,openai/gpt-oss-20b,4,dice_token,0.8214285714285714
strategy-3,openai/gpt-oss-20b,4,similarity_score,0.7587168758716876
strategy-3,openai/gpt-oss-20b,4,sequence_matching,0.8451882845188284
strategy-3,openai/gpt-oss-20b,4,jaccard,0.696969696969697
strategy-3,openai/gpt-oss-20b,4,cosine,0.9434588909428341
strategy-3,moonshotai/kimi-k2-instruct-0905,4,dice_token,0.8135593220338984
strategy-3,moonshotai/kimi-k2-instruct-0905,4,similarity_score,0.8035450516986706
strategy-3,moonshotai/kimi-k2-instruct-0905,4,sequence_matching,0.8508124076809453
strategy-3,moonshotai/kimi-k2-instruct-0905,4,jaccard,0.6857142857142857
strategy-3,moonshotai/kimi-k2-instruct-0905,4,cosine,0.9197090092274486
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,4,dice_token,0.6382978723404256
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,4,similarity_score,0.48532289628180036
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,4,sequence_matching,0.5166340508806262
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,4,jaccard,0.46875
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,4,cosine,0.4695742752749558
strategy-3,llama-3.3-70b-versatile,4,dice_token,0.64
strategy-3,llama-3.3-70b-versatile,4,similarity_score,0.2897196261682243
strategy-3,llama-3.3-70b-versatile,4,sequence_matching,0.5109034267912772
strategy-3,llama-3.3-70b-versatile,4,jaccard,0.47058823529411764
strategy-3,llama-3.3-70b-versatile,4,cosine,0.8112927192380441
strategy-3,groq/compound-mini,4,dice_token,0.9354838709677419
strategy-3,groq/compound-mini,4,similarity_score,0.6981132075471698
strategy-3,groq/compound-mini,4,sequence_matching,0.8571428571428571
strategy-3,groq/compound-mini,4,jaccard,0.8787878787878788
strategy-3,groq/compound-mini,4,cosine,0.966379267621615
strategy-3,openai/gpt-oss-20b,5,dice_token,0.9230769230769231
strategy-3,openai/gpt-oss-20b,5,similarity_score,0.9953917050691244
strategy-3,openai/gpt-oss-20b,5,sequence_matching,0.9953917050691244
strategy-3,openai/gpt-oss-20b,5,jaccard,0.8571428571428571
strategy-3,openai/gpt-oss-20b,5,cosine,0.9473684210526314
strategy-3,moonshotai/kimi-k2-instruct-0905,5,dice_token,1.0
strategy-3,moonshotai/kimi-k2-instruct-0905,5,similarity_score,1.0
strategy-3,moonshotai/kimi-k2-instruct-0905,5,sequence_matching,1.0
strategy-3,moonshotai/kimi-k2-instruct-0905,5,jaccard,1.0
strategy-3,moonshotai/kimi-k2-instruct-0905,5,cosine,0.9999999999999998
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,5,dice_token,1.0
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,5,similarity_score,1.0
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,5,sequence_matching,1.0
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,5,jaccard,1.0
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,5,cosine,0.9999999999999998
strategy-3,llama-3.3-70b-versatile,5,dice_token,1.0
strategy-3,llama-3.3-70b-versatile,5,similarity_score,1.0
strategy-3,llama-3.3-70b-versatile,5,sequence_matching,1.0
strategy-3,llama-3.3-70b-versatile,5,jaccard,1.0
strategy-3,llama-3.3-70b-versatile,5,cosine,0.9999999999999998
strategy-3,groq/compound-mini,5,dice_token,0.9230769230769231
strategy-3,groq/compound-mini,5,similarity_score,0.9953917050691244
strategy-3,groq/compound-mini,5,sequence_matching,0.9953917050691244
strategy-3,groq/compound-mini,5,jaccard,0.8571428571428571
strategy-3,groq/compound-mini,5,cosine,0.9473684210526314
strategy-3,openai/gpt-oss-20b,6,dice_token,0.9565217391304348
strategy-3,openai/gpt-oss-20b,6,similarity_score,0.7872340425531915
strategy-3,openai/gpt-oss-20b,6,sequence_matching,0.7872340425531915
strategy-3,openai/gpt-oss-20b,6,jaccard,0.9166666666666666
strategy-3,openai/gpt-oss-20b,6,cosine,0.810852825954839
strategy-3,moonshotai/kimi-k2-instruct-0905,6,dice_token,0.9565217391304348
strategy-3,moonshotai/kimi-k2-instruct-0905,6,similarity_score,0.7872340425531915
strategy-3,moonshotai/kimi-k2-instruct-0905,6,sequence_matching,0.7872340425531915
strategy-3,moonshotai/kimi-k2-instruct-0905,6,jaccard,0.9166666666666666
strategy-3,moonshotai/kimi-k2-instruct-0905,6,cosine,0.810852825954839
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,6,dice_token,0.9565217391304348
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,6,similarity_score,0.7872340425531915
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,6,sequence_matching,0.7872340425531915
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,6,jaccard,0.9166666666666666
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,6,cosine,0.810852825954839
strategy-3,llama-3.3-70b-versatile,6,dice_token,0.9565217391304348
strategy-3,llama-3.3-70b-versatile,6,similarity_score,0.7872340425531915
strategy-3,llama-3.3-70b-versatile,6,sequence_matching,0.7872340425531915
strategy-3,llama-3.3-70b-versatile,6,jaccard,0.9166666666666666
strategy-3,llama-3.3-70b-versatile,6,cosine,0.810852825954839
strategy-3,groq/compound-mini,6,dice_token,0.9565217391304348
strategy-3,groq/compound-mini,6,similarity_score,0.7872340425531915
strategy-3,groq/compound-mini,6,sequence_matching,0.7872340425531915
strategy-3,groq/compound-mini,6,jaccard,0.9166666666666666
strategy-3,groq/compound-mini,6,cosine,0.810852825954839
strategy-3,openai/gpt-oss-20b,7,dice_token,0.7
strategy-3,openai/gpt-oss-20b,7,similarity_score,0.7953216374269005
strategy-3,openai/gpt-oss-20b,7,sequence_matching,0.7953216374269005
strategy-3,openai/gpt-oss-20b,7,jaccard,0.5384615384615384
strategy-3,openai/gpt-oss-20b,7,cosine,0.4923659639173309
strategy-3,moonshotai/kimi-k2-instruct-0905,7,dice_token,0.6363636363636364
strategy-3,moonshotai/kimi-k2-instruct-0905,7,similarity_score,0.7159090909090909
strategy-3,moonshotai/kimi-k2-instruct-0905,7,sequence_matching,0.7159090909090909
strategy-3,moonshotai/kimi-k2-instruct-0905,7,jaccard,0.4666666666666667
strategy-3,moonshotai/kimi-k2-instruct-0905,7,cosine,0.44095855184409843
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,7,dice_token,0.6363636363636364
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,7,similarity_score,0.768361581920904
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,7,sequence_matching,0.768361581920904
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,7,jaccard,0.4666666666666667
strategy-3,meta-llama/llama-4-maverick-17b-128e-instruct,7,cosine,0.44095855184409843
strategy-3,llama-3.3-70b-versatile,7,dice_token,0.631578947368421
strategy-3,llama-3.3-70b-versatile,7,similarity_score,0.704225352112676
strategy-3,llama-3.3-70b-versatile,7,sequence_matching,0.704225352112676
strategy-3,llama-3.3-70b-versatile,7,jaccard,0.46153846153846156
strategy-3,llama-3.3-70b-versatile,7,cosine,0.4803844614152615
strategy-3,groq/compound-mini,7,dice_token,0.7777777777777778
strategy-3,groq/compound-mini,7,similarity_score,0.9379310344827586
strategy-3,groq/compound-mini,7,sequence_matching,0.9379310344827586
strategy-3,groq/compound-mini,7,jaccard,0.6363636363636364
strategy-3,groq/compound-mini,7,cosine,0.5833333333333334
